Year;Month;Day;Agency;Article;Type;MediaType;CFD;CFV
2015;Januar;1;Berliner Woche;Zehn Tonnen Lebensmittel;t;Online;0;0
2015;Januar;1;Morgenpost;BT sammelt in Kirchengemeinden;lus;Online;0;0
2015;Januar;3;taz;Wir brauchen mehr Empörung;lus;Online;0;0
2015;Januar;3;rbb;Unser täglich übriges Brot;lus;Online;0;0
2015;Januar;3;deutschlandradiokultur;Wolfgang Thierse verteidigt Armenspeisung;lus;Online;0;0
2015;Januar;3;neues Deutschland;1o Jahre Laub und Seele;lus;Online;0;0
2015;Januar;4;Berliner Kurier;Müller spendet Lebensmittel für Arme;lus;Online;0;0
2015;Januar;4;Tagesspiegel;Sonntags um 10 - Teilen und helfen;lus;Online;0;0
2015;Januar;5;neues Deutschland;Die Armut wird sichtbar;lus;Online;0;0
2015;Januar;6;BZ;Ein Held mit Laib und Seele;lus;Online;0;0
2015;Januar;6;Berliner Woche;"10 Tonnen Lebensmittel ";lus;Online;0;0
2015;Januar;8;the Changer;Children are the future;k;Online;0;0
2015;Januar;13;Berliner Abendblatt;Auch die Helfer können Hilfe gut gebrauchen;lus;Online;0;0
2015;Februar;2;Berliner Zeitung;Bahnhofsmission Praktikanten sind gefragt;t;Online;0;0
2015;Februar;2;Berliner Woche;Köpenicker Schüler unterstützen die BT;t;Online;0;0
2015;Februar;5;financial.de;IFCO donates EUR 30.000 to support Food Banks during FL;t;Online;0;0
2015;Februar;5;quoteline;IFCO donates EUR 30.000 to support Food Banks during FL;t;Online;0;0
2015;Februar;5;Exberliner;Wasted adventures;t;Online;0;0
2015;Februar;13;Prestige Cars Magazin;TRIGO Businesspark unterstützt die BT;t;Online;0;0
2015;Februar;13;BZ;In dieser Marmelade steckt eine Portion Musik;FL;Online;0;0
2015;Februar;16;BZ;Wir suchen noch junges Gemüse für die Tafel;t;Online;0;1
2015;Februar;20;Frankfurter Allgemeine;Suppe, Seife und Erlösung;lus;Online;0;0
2015;Februar;24;HGVPraxis;München prüft mobile Schulküchen;k;Online;0;0
2015;März;1;Sunday Timer;Rich Germany' secret;t;Online;0;0
2015;März;4;Fruchtportal;IFCO unterstützt Tafeln auf der FL;t;Online;0;0
2015;März;9;Berliner Morgenpost;Armut - Warum jeder fünfte Berliner am Axistenzminimum lebt;lus;Online;0;0
2015;März;12;BZ;Ehrenamt statt Sightseeing für Berlin-Touristen;t;Online;0;0
2015;März;17;Berlin Online;Eins mehr - Oster;lus;Online;0;0
2015;März;17;Focus;Eins mehr - Oster;lus;Online;0;0
2015;März;17;Berlin.de;Eins mehr - Oster;lus;Online;0;0
2015;März;17;T-Online;Eins mehr - Oster;lus;Online;0;0
2015;März;18;Berliner Morgenpost;Eins mehr - Oster;lus;Online;0;0
2015;März;18;berlin.de;Missionsgemeinde Marzahn sammelt Stimmen für Auszeichnung als chrismon gemeinde 2015;lus;Online;0;0
2015;März;23;Fria Tidingen;"Berlins maträddare tar vara pa ""skräpmaten";t;Online;0;0
2015;März;27;Berliner Abendblatt;"Mit ""Laub und Seele"" für die Armen";lus;Online;0;0
2015;April;2;Berliner Woche;Fahrräder für kleines Geld;t;Online;0;0
2015;April;16;BZ;Guter Plan für Alltags-Helden;lus;Online;0;0
2015;April;17;Huffington Post;Immer der nächste Besenstrich!;k;Online;0;0
2015;April;21;Berliner Woche;Seit 10 Jahren verteilt LuS Lebensmittel an Bedürftige;lus;Online;0;0
2015;Mai;4;JAM FM;TREND BT-Brause Schluck für Schluck Gutes tun;t;Online;0;0
2015;Mai;5;Berliner Woche;Brause der BT;t;Online;0;0
2015;Mai;5;Berliner Woche;Spandauer Spielplatztage beginnen am 9. Mai;t;Online;0;0
2015;Mai;9;Berliner Abendblatt;Spandau wird zum Mega-Spielplatz;k;Online;0;0
2015;Mai;15;Berliner Morgenpost;Aus den Bezirken;lus;Online;0;0
2015;Mai;15;Berliner Woche;Mahrzan soziales Mahrzahner Laub und Seele;lus;Online;0;0
2015;Mai;26;Berliner Morgenpost;Picknick im Park mit den Rettern der Lebensmittel;t;Online;0;0
2015;Mai;26;dektor.fm;Tafel statt Tonne;t;Online;0;0
2015;Juni;1;Deutschlandfunk;Tafeln entwickeln sich zu Kontaktbörsen;t;Online;0;0
2015;Juni;2;Schwäbisches tagblatt;Sammeln und verteilen;t;Online;0;0
2015;Juni;4;moz;Die gute Seele vom Bahnhof Zoo;t;Online;0;0
2015;Juni;11;Der Tagesspiegel;Ehrenamt Wenn Helfen krank macht;t;Online;0;0
2015;Juni;23;Sonntagsblatt Bayern;Am Rande der Belastbarkeit;t;Online;0;0
2015;Juli;2;Bietigheimer Zeitung;Tafelläden in Not;t;Online;0;0
2015;Juli;2;Haller Tagblatt;Tafelläden in Not;t;Online;0;0
2015;Juli;3;Berliner Woche;"CDU-Abgeordnete sammelt Dosen für Bedürftige ";lus;Online;0;0
2015;Juli;10;ceskapozice.lidovky.cz;Berlínská tabule_ Tuny potravin potřebným místo na smetiště;t;Online;0;0
2015;Juli;17;nikos weinwelten;Autorenlesung im Ellington Hotel;t;Online;0;0
2015;August;14;Berliner Woche;Pfanboxaktion der BT;t;Online;0;0
2015;August;16;Trends der Zukünft;Restlos Glücklich;t;Online;0;0
2015;August;18;Berliner Woche;PENNY und REWE unterstützen die BT mit Pfandboxen;PH;Online;0;0
2015;August;19;BerlinerWoche;Marzahn Soliales feiern mit Laib und Seele;lus;Online;0;0
2015;August;21;Morgenpost;Auf den Teller;t;Online;0;0
2015;August;31;utopia.de;REWE Group Pfandbon-Spenden;PH;Online;0;0
2015;September;8;Tagesspiegel Potsdam;Flüchtlingshilfe;lus;Online;0;0
2015;September;18;Abendblatt;Eins Mehr! Zum Erntedank;lus;Online;0;0
2015;September;25;Abendblatt;Ehrenamt bleibt gefragt;lus;Online;0;0
2015;September;29;abendblatt;Viel zu tun für die Helfer mit Herz;t;Online;0;0
2015;Oktober;1;inforadio;programm schema Sendung;lus;Online;0;0
2015;Oktober;1;rbb;Verdienstorden Frederike;lus;Online;0;0
2015;November;6;tip;Ick bin eene Berliner Tafel;t;Online;0;0
2015;November;25;b4b berlin;Eins Mehr! Unterstützt Bedürftige in der Adventszeit;lus;Online;0;0
2015;Dezember;1;EssPress;Statt Klingelbüchse und Spendendose;t;Online;0;0
2015;Dezember;9;Berliner Woche;Weihnachtsspenden für die BT;t;Online;0;0
2015;Dezember;15;Business4business;Eins mehr! 12 Tonnen gesammelt;lus;Online;0;0
2015;Dezember;17;dvz24.net;Neues Fuhrpark Management Car2Share;t;Online;0;0
2015;Dezember;21;wunschauto24;Car2Share liefert schneller;t;Online;0;0
2015;Dezember;24;b4bberlin;Erfolgreicher Praxiseinsatz Car2Share;t;Online;0;0
2015;Dezember;24;neues Deutschland;Weihnachten für Bedürftige;t;Online;0;0
2015;Dezember;31;mittelstand Nachrichten;Erfolgreicher Praxiseinsatz Car2Share;t;Online;0;0
2015;Januar;1;BVG Plus;Spenden für das KIMBAmobil;k;Print;1;0
2015;Januar;1;TV Spielfilm;Arm und abgespest?;lus;Print;0;0
2015;Januar;2;tina;tina sagt danke;lus;Print;0;0
2015;Januar;2;Berliner Morgenpost;Berliner Tafel sammelt in Kirchengemeinden;lus;Print;0;0
2015;Januar;2;BZ;Aktion LuS feiert Jubiläum;lus;Print;0;0
2015;Januar;2;dpa;"LuS - 10 Jahre ";lus;Print;0;0
2015;Januar;3;meine Berliner Woche;Bedürftige zahlen mehr;lus;Print;0;0
2015;Januar;3;neues Deutsschland;Zehn Jahre LuS;lus;Print;0;0
2015;Januar;3;die Tageszeitung;Wir brauchen mehr Empörung;lus;Print;0;0
2015;Januar;3;Bild - BB;Lebensmittel für Bedürftige;lus;Print;0;0
2015;Januar;3;die Tageszeitung;Laib und Seele;lus;Print;0;0
2015;Januar;3;Märkische Oderzeitung;Initiative bittet um Spenden;lus;Print;1;0
2015;Januar;3;BZ;Jubiläum des Tages;lus;Print;0;0
2015;Januar;4;Berliner Kurier;Müller spendet Lebensmittel für Arme;lus;Print;0;0
2015;Januar;4;BZ am Sonntag;Lebensmittel für Bedürftige;lus;Print;0;0
2015;Januar;4;die Kirche;Dankgottesdienst für 10 Jahre LuS;lus;Print;0;0
2015;Januar;5;Berliner Morgenpost;Wolfgang Thierse bringt Würstchen zum Jubiläum;lus;Print;0;0
2015;Januar;5;Neues Deutschland;Die Armut wird sichtbar;lus;Print;0;0
2015;Januar;5;Neues Deutschland - BB;Die Armut wird sichtbar;lus;Print;0;0
2015;Januar;5;Der Tagesspiegel;Teilen und helfen;lus;Print;0;0
2015;Januar;5;Märkische Oderzeitung;Lus feiert Zehnjähriges;lus;Print;0;0
2015;Januar;5;Oranienburger Generalanzeiger;Lus feiert Zehnjähriges;lus;Print;0;0
2015;Januar;7;BZ;Ein Held mit LuS;lus;Print;0;0
2015;Januar;7;meine Berliner Woche (33x);Zehn Tonnen Lebensmittel;eins Mehr;Print;0;0
2015;Januar;8;Berliner Morgenpost;Es fehlt der politische Wille;lus;Print;0;0
2015;Januar;8;Der NordBerliner;Berlinweite Solidarität;lus;Print;0;0
2015;Januar;10;Berliner Abendblatt am Wochenende;Auch Helfer brauchen Hilfe;lus;Print;0;0
2015;Januar;10;Berliner Abendblatt am Wochenende;Auch die Helfer können Hilfe gut gebrauchen;lus;Print;0;0
2015;Januar;11;die Kirche;Zehn Jahre Laib und Seele;lus;Print;0;0
2015;Januar;14;dpa;Tafeln in NRW;t;Print;0;0
2015;Januar;14;meine Berliner Woche;Berliner Tafel sucht Helfer;lus;Print;0;1
2015;Januar;21;meine Berliner Woche;Berliner Tafel sucht Helfer;lus;Print;0;1
2015;Januar;24;Berliner Abendblatt am Wochenende;Laib und Seele;lus;Print;0;0
2015;Januar;27;BZ;Lebensmittelsortierer bei der Berliner Tafel;lus;Print;0;1
2015;Januar;27;die Tageszeitung;Lebensmittel gerettet;GW;Print;0;0
2015;Januar;27;BZ;Tafel rettet Grüne-Woche-Lebensmittel;GW;Print;0;0
2015;Januar;27;Oranienburger Generalanzeiger;Tafel sammelt 13 Tonnen Essen;GW;Print;0;0
2015;Januar;27;Märkische Oderzeitung (12x);Tafel sammelt 13 Tonnen Essen;GW;Print;0;0
2015;Januar;27;Nordbayerischer Kurier;GW: 13 Tonnen Essen übrig;GW;Print;0;0
2015;Januar;30;Fruchthandel Magazin;Deutschlands Fruchthandel im Fokus;t;Print;0;0
2015;Januar;30;BZ;Lebensmittel sortieren bei der Tafel;t;Print;0;1
2015;Februar;1;LOOXX;Robby & Marion Kracht;t;Print;0;0
2015;Februar;1;Berlin POCHE;Werbekampagne;t;Print;0;0
2015;Februar;1;handelsjournal;Müller dankt Berliner Handel;lus;Print;0;0
2015;Februar;4;meine Berliner Woche;Obst und Gemüse gut sortiert;t;Print;0;0
2015;Februar;4;Berliner Woche;Berliner Tafel sucht Helfer;t;Print;0;1
2015;Februar;5;Der NordBerliner;BT: 13 Tonnen Lebensmittel gerettet;GW;Print;0;0
2015;Februar;11;BZ;Helfer bei Ausgabenstellen der Berliner Tafel;lus;Print;0;0
2015;Februar;13;BZ;In dieser Marmelade steckt eine Portion Musik;FL;Print;0;0
2015;Februar;16;BZ;Lebensmittelsortierer bei LuS;lus;Print;0;1
2015;Februar;17;BZ;Wir suchen noch junges Gemüse für die Tafel;t;Print;0;1
2015;Februar;20;Frankfurter Allgemeine;Suppe, Seife und Erlösung;lus;Print;0;0
2015;Februar;20;Süddeutsche Zeitung;Brutzeln auf Rädern;k;Print;0;0
2015;Februar;21;Fruchthandel Magazin;Deutsche Frischemärkte;t;Print;0;0
2015;Februar;23;BZ;Mein Heute;t;Print;0;0
2015;Februar;23;Münchener Merkur;SPD fordert mobile Schulküche;k;Print;0;0
2015;Februar;24;BZ;Berliner Helden;t;Print;0;0
2015;Februar;25;BZ;Berliner Helden;lus;Print;0;0
2015;März;1;EatSmarter!;Von Fleischeslust und Rekordnudeln;t;Print;0;0
2015;März;4;meine Berliner Woche;Aus für den Hafen;lus;Print;0;0
2015;März;8;Berliner Morgenpost;Jenseits der Armutsgrenze;lus;Print;0;0
2015;März;8;Welt am Sonntag;Mit leeren Händen;lus;Print;0;0
2015;März;8;die Kirche;Wenn das Geld nicht reicht;lus;Print;0;0
2015;März;9;Sunday Times - London;Rich Germany´s secret: poor queue for food;t;Print;0;0
2015;März;12;Der NordBerliner;Laib und Seele;lus;Print;0;0
2015;März;12;Der NordBerliner;Eins mehr!;eins mehr;Print;0;0
2015;März;14;Allgemeine Zeitung;Laus-Check statt Sightseeing;t;Print;0;0
2015;März;14;Wiesbadener Kurier;Laus-Check statt Sightseeing;t;Print;0;0
2015;März;17;Berliner Zeitung;Berliner Tafel sammelt für Bedürftige;eins mehr;Print;0;0
2015;März;17;BZ;Tafel sammelt Essen in Supermärkten;eins mehr;Print;0;0
2015;März;17;dpa;Eins mehr!;eins mehr;Print;0;0
2015;März;18;Berliner Morgenpost;Oster-Spendenaktion in Supermärkten startet;eins mehr;Print;0;0
2015;März;18;meine Berliner Woche;Obst und Gemüse für einen Euro;lus;Print;0;0
2015;März;18;Die Welt;Oster-Spendenaktion in Supermärkten startet;eins mehr;Print;0;0
2015;März;21;Hanauer Anzeiger;Laus-Check statt Trabisafari;t;Print;0;0
2015;März;21;Nürnberger;Schulküche kommt per Bus;k;Print;0;0
2015;März;23;Computerwoche;Know-How für die Berliner Tafel;t;Print;0;1
2015;März;25;meine Berliner Woche NK;Mit Eins Mehr! Der Tafel helfen;lus;Print;0;0
2015;März;25;meine Berliner Woche PB;Mit Eins Mehr! Der Tafel helfen;lus;Print;0;0
2015;März;25;meine Berliner Woche Marzahn;Mit Eins Mehr! Der Tafel helfen;lus;Print;0;0
2015;März;26;Berlin Live;Mit Mozart Kindern aus der Not helfen;k;Print;0;0
2015;März;27;BZ;Lebensmittel sortieren;t;Print;0;0
2015;März;28;Berliner Abendblatt;Mit LuS für die Arme;lus;Print;0;0
2015;März;28;Berliner Abendblatt;Mit LuS;eins mehr;Print;0;0
2015;April;1;Das Haus;Lebensmittel entdecken;k;Print;0;0
2015;April;1;Berliner Woche;LeBuffet-Restaurants spenden an die BT;SmS;Print;0;0
2015;April;4;Gartenfreund;Treptower Kleingärtner brachten erste Ernte ein;FL;Print;0;0
2015;April;16;BZ;Liebe Leserin, Lieber Leser;t;Print;0;0
2015;April;16;BZ;Für Helden haben wir heute einen guten Plan;lus;Print;0;0
2015;April;22;Berliner Woche;Lebensmittel für Arme;lus;Print;0;0
2015;April;29;BZ;Helden gucken Superhelden;t;Print;0;0
2015;Mai;6;meine Berliner Woche (2x);Brause der Berliner Tafel;brause;Print;0;0
2015;Mai;7;Der Tagesspiegel;Ein Toast auf die Tafel;brause;Print;0;0
2015;Mai;7;Der NordBerliner;Helfen mit einzigartigem Geschmack;brause;Print;0;0
2015;Mai;10;Tag des Herrn;"Brause kaufen und für Arme spenden ";brause;Print;0;0
2015;Mai;15;Berliner Morgenpost;Neue Ausgabestelle der BT gefordert;lus;Print;0;0
2015;Mai;20;meine Berliner Woche Marzahn;LuS droht das Aus;lus;Print;0;0
2015;Mai;20;meine Berliner Woche Hellesdorf;LuS droht das Aus;lus;Print;0;0
2015;Juni;1;tip Berlin;Gute Erfrischung;t;Print;0;0
2015;Juni;1;BVG PLUS;Werbekampagne;t;Print;0;0
2015;Juni;2;Rheinische Post;Tafel;t;Print;0;0
2015;Juni;4;Die Welt;Ein tierisches Vergnügen;t;Print;0;0
2015;Juni;5;LINDA leben;Ohne Erinnerung;t;Print;0;0
2015;Juni;13;Katholische SonntagsZeitung;Den Mangel bekämpfen;t;Print;0;0
2015;Juni;13;neue bildpost;Den Mangel bekämpfen;t;Print;0;0
2015;Juni;13;Nürnberger Nachrichten;Ein Omnibus mit Küche und Speisesaal;k;Print;0;0
2015;Juni;13;Nürnberger Nachrichten;Ein Omnibus mit Küche und Speisesaal;k;Print;0;0
2015;Juni;24;BZ;Tafel feiert 5 Jahre Kimba-Mobil;k;Print;0;0
2015;Juni;27;BZ;Abgeordnete sammelt Essen für Tafel;lus;Print;0;0
2015;Juni;29;BZ;Heldin des Tages;k;Print;0;0
2015;Juli;1;BZ;Wer kommt zu uns ins Helden-Camp;lus;Print;0;0
2015;Juli;3;BZ;Helden gesucht;lus;Print;0;0
2015;Juli;3;BZ;Berliner Helden;t;Print;0;0
2015;Juli;8;meine Berliner Woche;Dosen für Bedürftige;lus;Print;0;0
2015;Juli;15;BZ;Helfer bei der Berliner Tafel;t;Print;0;0
2015;Juli;21;BZ;Tafel sucht Ferien-Helder für den Sommer;t;Print;0;0
2015;Juli;24;BZ;Promis schreiben für die Berliner Tafel;t;Print;0;0
2015;Juli;25;BZ;Berliner Helden;t;Print;0;0
2015;August;3;BZ;Ferien-Helden für den Sommer bei der Berliner Tafel gesucht;t;Print;0;0
2015;August;3;Märkische Oderzeitung;Weniger Lebensmittel und Helfer;t;Print;0;0
2015;August;4;Der Tagesspiegel;Berlin ist ihr Vorbild;t;Print;0;0
2015;August;7;Lebensmittel Zeitung;Andrang bei der Tafel nimmt zu;t;Print;0;0
2015;August;13;BZ;Aktion des Tages;t;Print;0;0
2015;August;13;Der NordBerliner;Käse ist wichtig;t;Print;0;0
2015;August;13;Oranienburger Generalanzeiger;Teller statt Tonne;t;Print;0;0
2015;August;19;meine Berliner Woche;Penny und REWE unterstützen BT mit Pfandboxen;t;Print;0;0
2015;August;19;meine Berliner Woche;Penny und REWE unterstützen BT mit Pfandboxen;t;Print;0;0
2015;August;26;meine Berliner Woche;Feiern mit Laib und Seele;lus;Print;0;0
2015;August;27;BZ;Gute Taten, Gute Tüten;lus;Print;0;0
2015;August;27;Neues Deutschland;Tafel verteilt Geschenke zum ersten Schultag;lus;Print;0;0
2015;August;29;Berliner Morgenpost;Leo und Lions Club füllen Schultüten;lus;Print;0;0
2015;September;1;Berliner Verkehrsblätter;KIMBA-Mobil und KIMBA-Express;k;Print;0;0
2015;September;1;BVG Plus;Koch it yourself;k;Print;0;0
2015;September;10;Der NordBerliner;Kleine Überraschung im Alltag;lus;Print;0;0
2015;September;16;Oranienburger Generalanzeiger;Spendensammlung zum Erntedankfest;lus;Print;0;0
2015;September;16;Märkische Oderzeitung;Spendensammlung zum Erntedankfest;lus;Print;0;0
2015;September;17;Der NordBerliner;Aktion Eins und Mehr! Von LuS zum Erntedank;lus;Print;0;0
2015;September;17;Der Tagesspiegel;Essen zum Erntedank;lus;Print;0;0
2015;September;19;Berliner Abendblatt;Eins Mehr! Zum Erntedank;lus;Print;0;0
2015;September;22;Berliner Morgenpost;Gefüllt, gerollt und gespickt;t;Print;0;0
2015;Oktober;1;echo;Flaschen abgeben, Pfand spenden;t;Print;0;0
2015;Oktober;1;Berliner Wirtschaft;Versüßter Start in die Schule;lus;Print;0;0
2015;Oktober;8;BZ;Lebensmittel sortieren;t;Print;0;0
2015;Oktober;8;Der NordBerliner;LuS: neun Tonnen Lebensmittel;lus;Print;0;0
2015;Oktober;21;meine Berliner Woche NK;Neun Tonnen Lebensmittel;eins mehr;Print;0;0
2015;Oktober;21;meine Berliner Woche PB;Neun Tonnen Lebensmittel;eins mehr;Print;0;0
2015;Oktober;27;Salzwedeler Volksstimme;Warten und Tee trinken;t;Print;0;0
2015;Oktober;29;BZ;Die Essensretter;t;Print;0;0
2015;November;4;Röhn- und Saalepost;Tafeln: Starker Andrang von Flüchtlingen bereitet Probleme;t;Print;0;0
2015;November;6;Oranienburger Generalanzeiger;Naschen für den guten Zweck;t;Print;0;0
2015;November;6;Märkische Oderzeitung;Naschen für den guten Zweck;t;Print;0;0
2015;November;7;BZ;Schokolade essen und Gutes tun;t;Print;0;0
2015;November;10;BZ;Tafel sammelt Geschenke für Bedürftige;t;Print;0;0
2015;November;12;Der NordBerliner;Ick bin eene Berliner Tafel;t;Print;0;0
2015;November;13;Junge Freiheit;Flüchtlinge sind profitabler;t;Print;0;0
2015;November;17;BZ;Neue Rolle für Soap-Star;t;Print;0;0
2015;November;24;Potsdamer neueste Nachrichten;Froher Rest;t;Print;0;0
2015;November;24;Der Tagesspiegel;Froher Rest;t;Print;0;0
2015;November;24;Der Tagesspiegel;Grussworte Spandauer Weihnachtsmarkt;t;Print;0;0
2015;November;25;Berliner Woche;Berliner Tafel wieder mit eigenem Stand vertreten;t;Print;0;0
2015;November;25;BZ;Jobbörse für Heldentaten;t;Print;0;0
2015;November;26;BZ;Miles for Meals;t;Print;0;0
2015;November;30;Potsdamer neueste Nachrichten;Verteilungskampf ganz unten;t;Print;0;0
2015;November;30;Der Tagesspiegel;Verteilungskampf ganz unten;lus;Print;0;0
2015;Dezember;1;GV Kompakt;Catering ohne Reste;t;Print;0;0
2015;Dezember;2;BZ;"Restaurants sammeln Spenden für die Tafel ";SmS;Print;0;0
2015;Dezember;3;tip Berlin;Für Berliner;t;Print;0;0
2015;Dezember;9;meine Berliner Woche;Spenden für die Berliner Tafel;t;Print;0;0
